priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
HOT,https://www.airbnb.com/rooms/1616093442680501150,The Pegasus,Khayat,Tower Hamlets,2,4.0,4.0,3,21,2026-05-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1618724183023709274,Apartment - Sleeps 3 - RoyalVictoriaStation 5mins,Travelnest,Newham,1,2.67,2.33,3,116,2026-04-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1620588718383912532,"London compact Studio, Double-Bed near the station",Nick,Hackney,1,3.33,3.0,3,12,2026-04-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1629741797405628109,Edge of City Haggerston 2 Bed 2 Bath Flat,Deborah,Hackney,2,4.67,4.33,3,4,2026-06-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1629764792276704628,Stylish 2 Bedroom Loft Near Finsbury Park,Imperial Stay Services,Hackney,2,4.67,3.67,3,45,2026-06-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1630349600552965829,Homely 2BR Flat Near Shoreditch & Old Street,Murray Stays London,Hackney,2,4.0,4.0,3,54,2026-06-12,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1629701672108813772,Bright & Airy 3BR Canary Wharf Apartment,Dennise W,Tower Hamlets,3,4.33,4.67,3,41,2026-06-10,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1629715098328629264,"Entire Studio Apartment/Flat in Shoreditch, London",Wasim,Tower Hamlets,1,3.67,3.67,3,27,2026-06-13,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1629715955131598605,Apartment in Upton park,Nur,Newham,4,4.67,5.0,3,10,2026-05-03,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1634034494328936232,Peaceful 1-Bed Flat in East London + Parking,Carlos Didier,Tower Hamlets,1,4.67,4.67,3,5,2026-05-10,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1633010625675878731,Central Brick Lane 2-Bedroom Flat | Private Patio,Mayfair Stays,Tower Hamlets,2,4.0,4.67,3,5,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1639009963339567638,Spacious Apartment walking To Tower Bridge,Khalid,Tower Hamlets,2,4.33,4.33,3,6,2026-04-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1642794447463244042,Historic Liverpool Street One‑Bed Apartment,Paulina Ewa,Tower Hamlets,1,4.67,4.33,3,4,2026-06-09,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1642276267411452057,Spacious 2 Bed Apartment in Leytonstone E11 .,Derek,Waltham Forest,2,4.33,5.0,3,2,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1644123346590333227,Lovely 1BR Penthouse w/Balcony by Canary Wharf,Joel,Tower Hamlets,1,4.67,4.67,3,56,2026-06-13,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1645728901573158076,Your private in-room spa - London en-suite studio,Nick,Hackney,1,2.67,2.33,3,12,2026-05-04,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1649257328514282140,Hemings | Spacious 2-Bed Apartment in Hoxton,Hemings Property Group,Hackney,2,4.67,5.0,3,29,2026-06-04,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1650821252355933419,Limehouse Suites  Sequoia,Karina,Tower Hamlets,2,4.33,4.33,3,30,2026-06-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1660897039340126020,3 bed house Winchster Road Chingford free parking,Ivan,Waltham Forest,3,4.67,4.67,3,2,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1660997125305026711,Stylish 2-Bed Apartment Near Canary Wharf & O2,BDA Property,Newham,2,4.33,4.67,3,11,2026-06-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1667357521064340911,Modern flat near Emirates Stadium & Finsbury Park,⁨John H.⁩,Hackney,1,3.67,3.33,3,32,2026-06-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1667977999978653018,"London Private Jacuzzi studio, King Bed & Kitchen",Nick,Hackney,1,4.67,4.33,3,12,2026-06-01,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1668911790327222573,Stylish 2-Bed by The O2 with Balcony,City Relay,Greenwich,2,4.33,3.0,3,227,2026-06-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1670960256824792566,Spacious Duplex | 3BR | Walk to Liverpool St,Kensington Keys,Tower Hamlets,3,3.67,5.0,3,11,2026-06-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1678902081925545749,"New Spacious 3 bed flat Duplex, Whitechapel",Antonia,Tower Hamlets,3,4.67,5.0,3,45,2026-06-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1693396317051664202,Brand New Cosy Room with Kitchen near Shoreditch,John,Tower Hamlets,1,4.33,4.67,3,4,2026-06-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1192978,5★ The best 1 bed in Shoreditch,David,Tower Hamlets,1,4.66,4.71,573,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/2971708,NAVAL COTTAGE IN THE HEART OF ROYAL GREENWICH,Paul And Angela,Greenwich,2,4.68,4.8,602,1,2026-05-28,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/969015431367053229,Stylish 2 bedroom apartment,Murtaza,Greenwich,2,4.66,4.75,272,1,2026-06-04,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/730831,Framery Loft,Grant,Hackney,3,4.65,4.73,268,1,2026-05-03,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/42979496,Stylish & Chic 2-Bed ZONE 1 Apartment - Shoreditch,Samantha,Hackney,2,4.62,4.63,243,1,2026-06-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/735539372587408887,"A stunning, stylish modern 2 bedroom apartment",Thomas,Tower Hamlets,2,4.4,4.52,238,1,2026-06-16,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/21893534,"2 bedrooms, living, bathroom, kitchen, car space",Ivan,Tower Hamlets,2,4.66,4.75,200,1,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/902240232473178915,Cozy Flat in Hackney Wick,Marianna,Hackney,1,4.47,4.64,183,1,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/998511712507549318,"Traditional narrow boat, Hackney london.",Vincent,Tower Hamlets,1,4.44,4.75,183,1,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1167325405181868501,Luxury Riverside Stay | Sleeps 6 | Near O2 & Excel,Sarah,Newham,2,4.42,4.6,183,1,2026-06-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/7633036,Trendy East London Apartment near Shoreditch,Jo,Tower Hamlets,1,4.57,4.69,180,1,2026-06-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/32610139,"Beautifully Modern.  Central Location, Sleeps 6.",Suzanne,Hackney,2,4.58,4.78,168,1,2026-06-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/615347,Spacious Designer Garden Flat in Hackney,Ali,Hackney,1,4.7,4.81,163,1,2026-06-20,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/47084702,"1 bed flat with garden, parking & private entrance",Caitlin,Hackney,1,4.53,4.63,158,1,2026-05-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/9922423,Quiet 1 bed self-contained house in East London,Peter James,Tower Hamlets,1,4.41,4.65,152,1,2026-05-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/797036,1-BD Flat In The Heart Of Hoxton And Shoreditch,Gareth,Hackney,1,4.29,4.41,147,1,2025-11-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1383888,Super Trendy flat in Shoreditch,Rachel,Tower Hamlets,2,4.37,4.62,143,1,2026-06-01,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1935885,LARGE SHOREDITCH 2/DBL BED LOFT APT,John,Tower Hamlets,2,4.7,4.65,139,1,2025-11-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/2271369,"Gorgeous, quiet 3 double bed (+sofabed) Dalston",Bruce,Hackney,3,4.69,4.88,132,1,2026-05-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/359974,Charming 2-bed Shoreditch Apartment,Frankie,Hackney,2,4.66,4.69,131,1,2026-04-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/801050543513080565,15%OFF|Deals|Family|Leisure|Parking|Sleep14|WiFi,S,Waltham Forest,5,4.48,4.54,126,1,2026-05-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/572245473003088736,Shoreditch Retreat with Private Patio,Lucy-Pass The Keys,Hackney,3,4.46,4.57,124,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1044968361693205432,Balcony Apartment w/Parking •ExCeL/O2+Free Parking,Umar,Newham,2,4.31,4.54,124,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/7375305,Lovely 2 bedroom flat near canal,Charlotte,Hackney,2,4.51,4.88,122,1,2026-06-08,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/591742965436526852,Dockland apartment on the Peninsular.,Danny,Tower Hamlets,2,4.59,4.76,122,1,2026-06-01,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/40935563,Minimal style flat for 4 - Old street - London,Marti,Hackney,1,4.61,4.57,119,1,2026-04-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1165010346598912414,Stylish 3 bed flat in Greenwich,Lorina,Greenwich,3,4.57,4.7,114,1,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/984770391419849337,Beautiful Houseboat sleeps 8. Central London.,Jonathan,Tower Hamlets,4,4.61,4.86,109,1,2026-06-20,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/52977213,Tiny home 2-bed Zone 2/bethnal green,Marina,Tower Hamlets,2,4.55,4.4,108,1,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/595457564446063792,Stunning & airy spacious flat -river view- 60sqm,Ovidiu,Tower Hamlets,1,4.63,4.84,107,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/19637575,Top floor panoramic views in the heart of Dalston,David,Hackney,2,4.52,4.75,106,1,2026-05-27,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1020540876152541859,Lovely modern studio flat 20 min to Central London,Sinan,Hackney,1,4.58,4.69,105,1,2026-01-06,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/657733578720540711,Brick Lane 2 Bedroom Apartment Bethnal Green,Yong,Tower Hamlets,2,4.41,4.55,103,1,2026-05-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/940518064567455120,Family 2 Bedroom with 2 Baths - Liverpool St,Peter,Tower Hamlets,2,4.51,4.5,103,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/34283349,Whole 2 bed flat close to Excel & City Airport,Cyril,Newham,2,4.48,4.56,101,1,2026-04-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/928881076703590298,"Entire flat with big living room, bedroom, balcony",Daniel-Curtis,Newham,1,4.61,4.76,100,1,2026-06-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1115714111317671696,Large Apartment Moments to Shoreditch & Brick Lane,Ihab,Tower Hamlets,4,4.65,4.57,100,1,2026-06-24,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/40033584,Studio flat in the heart of Hoxton and Shoreditch,Shaun,Hackney,,4.64,4.73,99,1,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/47730218,"Ensuite bedroom, own entrance/breakfast facilities",Thomasin,Newham,1,4.68,4.79,98,1,2026-05-03,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/19130438,"Beautiful, characterful flat in Stoke Newington",Annabel,Hackney,1,4.48,4.68,97,1,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1116521249094022723,Modern flat in the heart of Hackney,Daniel,Hackney,2,4.67,4.71,97,1,2026-06-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/564861,Walk to the Olympic Stadium!,Dominic,Newham,1,4.22,4.76,96,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/14134652,"Cosy Art Deco Studio, Hackney East London",Elisabeth,Hackney,1,4.67,4.72,95,1,2026-03-16,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/45933316,Light filled spacious flat with Canary Wharf views,Sinead,Tower Hamlets,1,4.63,4.81,95,1,2026-06-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/667819786316268390,Homely 4-Bed with Garden in Trendy Stoke Newington,Stephen-Pass The Keys,Hackney,4,4.38,4.58,95,1,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/19714844,Entire Home London (Isle of Dogs / Greenwich),Toby,Tower Hamlets,1,4.3,4.63,94,1,2026-06-12,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/7274622,City Oasis: Light and modern 2 bed,Tara,Greenwich,2,4.56,4.73,93,1,2026-06-08,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/707921316263570825,Luxury 2 Bedroom Apartment in a Luxury Development,T,Newham,2,4.62,4.62,93,1,2026-05-24,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1300880462089104485,"3Bedroom in the Heart of East London ,Stratford",Eddy,Newham,3,4.33,4.57,93,1,2026-06-09,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1329505141010113351,Cozy Apartment in Trendy Hackney,Roberto,Hackney,1,4.7,4.63,93,1,2026-06-13,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/632377,Flat in Private Historical Building,Barry,Tower Hamlets,1,4.2,4.51,92,1,2025-12-06,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/658607605066164283,Lovely 3 Bed Flat. Great Location in London.,Abayomi,Hackney,3,4.4,4.54,90,1,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/604222290209603203,Bright and Airy 2Bed with City View Balcony,Amar-Pass The Keys,Hackney,2,4.62,4.73,86,1,2026-03-29,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1284744474619973795,"Heart of Brick Lane, Sleeps 7!",Shafi,Tower Hamlets,3,4.55,4.71,85,1,2026-06-27,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/3450898,Central East London Cityscape Views 2Bed Apartment,Alex,Tower Hamlets,2,4.04,4.47,81,1,2026-05-06,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/835436604643050219,Boutique city apartment in the heart of Shoreditch,Jennifer,Hackney,3,4.5,4.53,80,1,2026-06-16,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1028378747374891636,"Bright,cosy 2-Bedroom flat near the park in London",Kenny,Newham,2,4.41,4.33,80,1,2026-02-13,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/42320490,Modernist East London Design Oasis near O2 & eXcel,My Modernist Home,Newham,1,4.67,4.84,79,1,2026-06-06,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
